,도로명전체주소,사업장명
1533129,"경기도 광명시 소하로92번길 12, 107,108호 (소하동)",청년다방광명소하점
1533130,"경기도 광명시 도덕로 47, 1층 (광명동)",김가김밥
1533132,"경기도 광명시 성채로50번길 33, 1층 (소하동)",쫄보왕족발
1533145,"경기도 광명시 신기로 7, 1층 102,103호 (일직동)",차오판
1533146,"경기도 광명시 소하로109번길 19, 101호 (소하동)",용이네전집
1533170,"경기도 광명시 새터로 120 (광명동, 101호)","광명3, 4동점 굽네치킨"
1533179,"경기도 광명시 하안로 112 (소하동, 신촌프라자 102,103호)",광명족발
1533180,"경기도 광명시 광명로 861, 2층 (광명동)",통영굴밥광명점
1533182,"경기도 광명시 오리로963번길 12, 1층 105호 (광명동, 우형빌딩)",팔색조
1533183,"경기도 광명시 오리로 961, 2층 (광명동)",육쌈냉면
1533184,"경기도 광명시 오리로 1026-3, 1층 (광명동)",부라더키친광명점
1533185,"경기도 광명시 시청로 33-1, 1층 (철산동)",금하식당
1533231,"경기도 광명시 하안로287번길 11 (하안동,,동명빌딩 2층)",가르텐비어
1533256,"경기도 광명시 디지털로33번길 5 (철산동,그랜드프라자 3층 305호)",나르샤
1533257,"경기도 광명시 오리로949번길 17 (광명동,1층)",친구네
1533258,"경기도 광명시 금하로527번길 5 (소하동,지상1층)",소하칼국수수제비전문점
1533259,"경기도 광명시 철산로 15, 2층 (철산동)",육대장
1533260,"경기도 광명시 오리로976번길 32, 1층 (광명동)",광이정
1533261,"경기도 광명시 오리로366번길 3, 지하1층 (소하동)",황궁만다린
1533262,"경기도 광명시 오리로995번길 6, 1층 (광명동)",마포빈대떡
1533283,"경기도 광명시 하안로 60, E동 202호 (소하동, 광명테크노파크)",코다리쌈밥
1533288,"경기도 광명시 가학로 23, 1층 (가학동)",동네사랑방
1533289,"경기도 광명시 밤일로 33-1, 2,3층 (하안동)",예소담나주곰탕
1533290,"경기도 광명시 가학로 89, 1층 102호 (가학동)",아프로디테
1533291,"경기도 광명시 소하로 94, 205호 (소하동)",조가네갑오징어광명소하점
1533292,"경기도 광명시 광명로 897, 2층 (광명동)",홍콩반점0410광명사거리역점
1533319,"경기도 광명시 디지털로 29, 114,115호 (철산동)",448돈까스
1533320,"경기도 광명시 밤일안로 41, 2,3층 (하안동)",긴자광명점
1533340,"경기도 광명시 일직로 22, 1층 110호 (일직동)",수유리우동집광명이케아점
1533341,"경기도 광명시 오리로 928, 106호 (광명동)",군스포
1533342,"경기도 광명시 광명역로 21, 1층 (일직동, 고속철도광명역 동편맞이방)",면앤면추억의가락국수
1533343,"경기도 광명시 광복로 69, 1층 (광명동)",하노이키친
1533344,"경기도 광명시 기아로62번길 20-12, 1층 (소하동)",소원각
1533345,"경기도 광명시 광명로 850, 2층 (광명동)",오케이통기타라이브토탈뮤직
1533346,"경기도 광명시 광명로 915, 1층 (광명동)",스시와
1533347,"경기도 광명시 기아로 26, 1층 101호 (소하동, 바움캐슬 주상복합아파트)",누구나홀딱반한닭
1533371,"경기도 광명시 광명로928번길 12, 2층 (광명동)",산호호프
1533372,"경기도 광명시 일직로99번안길 24, 1층 (일직동)",엉터리순대국
1533373,"경기도 광명시 일직로 17, 5층 (일직동, 롯데프리미엄아울렛)",후쿠오카함바그롯데아울렛광명점
1533374,"경기도 광명시 일직로 17, 5층 (일직동, 롯데프리미엄아울렛)",미쿡식당롯데아울렛광명점
1533388,"경기도 광명시 범안로 893, 1층 (하안동)",고창복낙지세상
1533404,"경기도 광명시 기아로62번길 4-13, 1층 (소하동)",픽업
1533405,"경기도 광명시 범안로 1042, 1층 104호 (하안동)",스시정
1533447,"경기도 광명시 하안로 238, 1304동 지층 1호,16호 (하안동, 하안13단지고층주공아파트)",주공대반점
1533448,"경기도 광명시 오리로 1002 (광명동,,1층)",할매순대국
1533471,"경기도 광명시 광명로918번길 14 (광명동,,1층)",엄마손밥상
1533505,"경기도 광명시 철산로 4, 7,8층 (철산동, 파보레)",광명퀸컨벤션웨딩홀
1533553,"경기도 광명시 시청로 148-1, 1층 (철산동)",광명족발
1533554,"경기도 광명시 오리로 1012, 1층 (광명동)",불닭발 동대문 엽기떡볶이(광명점)
1533555,"경기도 광명시 밤일로 21, 1층 (하안동)",소풍
1533556,"경기도 광명시 광명로 204 (가학동,지상1층)",신라수타손짜장
1533557,"경기도 광명시 하안로 293-10 (하안동,지상601층)",불닭발야시장
1533558,"경기도 광명시 하안로 60 (소하동,광명테크노파크 c동207호)",송탄부대찌개생고기
1533559,"경기도 광명시 범안로 857 (하안동,지상1층)",원조양평신내서울해장국
1533560,"경기도 광명시 범안로 857 (하안동,지상2층)",양평골
1533572,"경기도 광명시 오리로856번길 14, 1층 102호 (철산동)",오징어청춘철산점
1533573,"경기도 광명시 금하로 522, 1층 (소하동)",전주명가콩나물국밥
1533574,"경기도 광명시 오리로949번길 12, 1층 (광명동)",천가문양꼬치
1533590,"경기도 광명시 범안로 1043, 101호 (하안동, 원촌빌딩)",노랑통닭하안점
1533604,"경기도 광명시 시청로 112 (철산동,,1층)",노가리오케이콜
1533688,"경기도 광명시 광화로 38, 1층 (광명동)",광화로숯불왕갈비
1533689,"경기도 광명시 오리로963번길 8-1 (광명동,지상1층)",욜로양꼬치
1533710,"경기도 광명시 가림로 54-11, 5단지일반상가 107호 (하안동)",또래오래
1533749,"경기도 광명시 광명로831번길 14, 1층 (광명동)",광명수제돈까스
1533750,"경기도 광명시 새터로 122, 1층 (광명동)",늘푸른초원갈비
1533751,"경기도 광명시 광명로888번길 30, 1층 (광명동)",천해
1533752,"경기도 광명시 광명로 953-1, 1층 2호 (광명동)",뜨락집밥
1533757,"경기도 광명시 광명로 837 (광명동,,비동 113호)",한돈짜장면
1533758,"경기도 광명시 도덕로 79 (광명동,,상우상가 1층)",공원호프
1533765,"경기도 광명시 금하로 533 (소하동, 1층 B동1호)",복돼지연탄구이소하점
1533816,"경기도 광명시 광명로 823, 108호 (광명동, 현대타운)",쉐프의고기생각
1533817,"경기도 광명시 오리로 655, 1층 (하안동)",구구족
1533818,"경기도 광명시 금하로 525 (소하동, 102호)",갠차나유
1533831,"경기도 광명시 소하로 81 (소하동, 아이플렉스 1층 101호)",토마토김밥
1533832,"경기도 광명시 금하로527번길 10-1, 1층 1호 (소하동)",청춘포차
1533840,"경기도 광명시 오리로964번길 14-1 (광명동,지상1층)",옛날칼국수
1533841,"경기도 광명시 오리로651번길 6, 지하8호, 지하9호 (하안동)",맛사랑
1533900,"경기도 광명시 범안로 1039, 101호 (하안동)",남해멸치국수
1533913,"경기도 광명시 하안로 35 (소하동, 2층)",김가네농원
1533914,"경기도 광명시 오리로985번길 1, 3층 (광명동)",비어마켓낭만가
1533915,"경기도 광명시 오리로856번길 26, 1층 (철산동)",노랑통닭(철산점)
1533923,경기도 광명시 오리로964번길 20-1 (광명동),마니보쌈
1533924,"경기도 광명시 금오로 825 (옥길동,,1층)",맛드림
1533927,"경기도 광명시 하안로 60 (소하동, 광명테크노파크e동 211호)",뢰벤돈까스
1533938,"경기도 광명시 철산로30번길 14, 2층 201호 (철산동)",두끼철산씨지브이점
1533939,"경기도 광명시 광명로 874-1, 1층 전부호 (광명동)",어판장
1533940,"경기도 광명시 하안로288번길 15, 802호 (하안동, 조일프라자)",소담
1533941,"경기도 광명시 한내로13번길 6-5, 1층 (소하동)",본도시락광명소하점
1533942,"경기도 광명시 광명로 837, 1층 106호 (광명동)",장수감자탕
1533970,"경기도 광명시 안재로2번길 23, 지하1층 (하안동)",재인
1533971,"경기도 광명시 기아로 56, 2층 (소하동)",할머니두루치기
1533972,"경기도 광명시 오리로964번길 4-1, 1층 (광명동)",광명할머니왕족발
1533973,"경기도 광명시 광명로 829, 지하1층 (광명동)",해적아구찜
1533987,"경기도 광명시 광명로918번길 8, 1층 (광명동)",고향식당
1533988,"경기도 광명시 오리로 1002-1, 1층 (광명동)",양지순대곱창
1534004,"경기도 광명시 하안로 168-11, 1층 104호 (소하동)",채은스시
1534005,"경기도 광명시 가학로 128, 1층 104호 (가학동)",조선소머리국밥
1534006,"경기도 광명시 신기로 7, 2층 206호 (일직동, 골드스타)",투탑
1534007,"경기도 광명시 광명로893번길 10-1, 대영빌딩 1층 전부호 (광명동)",경기족발
1534020,"경기도 광명시 밤일안로 12, 1층 (하안동)",밤일숯불장작구이
1534021,"경기도 광명시 오리로 929, 민주빌딩 2층 (광명동)",광명우신식당
1534029,"경기도 광명시 광명로832번길 13, 1층 2~3호 (광명동)",발해순대국
1534030,"경기도 광명시 오리로 989-1, 1층 (광명동)",다님
1534186,"경기도 광명시 디지털로 13, 1층 (철산동)",원시쪽갈비
1534187,"경기도 광명시 광명로831번길 14, 1층 (광명동)",꼬꼬닭
1534188,"경기도 광명시 광복로 52, 1층 1호 (철산동)",스타동
1534199,"경기도 광명시 하안로 293-14 (하안동,2층)",태양부양꼬치
1534213,"경기도 광명시 오리로 933, 1층 (광명동)",늘봄즉석떡볶이
1534214,"경기도 광명시 오리로854번길 24, 1층 (철산동)",돌배기집 광명철산점
1534215,"경기도 광명시 하안로 112 (소하동, 신촌프라자 109호)",치킨마루소하신촌점
1534222,"경기도 광명시 가학로 177, 1층 (가학동)",금천가든
1534223,"경기도 광명시 오리로 996, 1층 (광명동)",광명양꼬치
1534229,"경기도 광명시 기아로62번길 4-13, 1층 (소하동)",돼지집별관
1534230,경기도 광명시 기아로62번길 4-3 (소하동),발해짬뽕
1534231,"경기도 광명시 안재로14번길 22-1 (하안동, 101호)",대박수산
1534244,"경기도 광명시 광명로 960, 1층 일부호 (광명동)",이수연패밀리푸드
1534245,"경기도 광명시 광복로 53-1, 1층 (광명동)",카페루
1534254,"경기도 광명시 금당로 36, 131호 (하안동, 8단지종합상가)",서해수산
1534255,"경기도 광명시 철산로 15, 1층 3(일부)호 (철산동, 웅진빌딩)",아마스빈
1534283,"경기도 광명시 하안로 298, 202호 (하안동, 현대빌딩)",마라1번지
1534284,"경기도 광명시 오리로964번길 22-1, 1층 (광명동)",아들내미떡볶이
1534285,"경기도 광명시 오리로854번길 16-7, 1층 2호 (철산동)",리골레토시카고피자
1534286,"경기도 광명시 서면로 80, 1층 1호 (소하동)",해온
1534287,"경기도 광명시 범안로 1035, 204호 (하안동)",오서방네조개찜
1534288,"경기도 광명시 철망산로 87, 4층 (철산동)",한돈담은갈비
1534289,"경기도 광명시 광명로918번길 13, 1층 (광명동)",빈대떡신사
1534302,"경기도 광명시 오리로985번길 3, 2층 (광명동)",오사카부루스
1534303,"경기도 광명시 시청로 77, 1층 (철산동)",만남의광장
1534304,"경기도 광명시 오리로 1015, 1층 (광명동)",정가네
1534305,"경기도 광명시 하안로 108, 에이스 광명타워 2층 222호 (소하동)",밥스테이
1534306,"경기도 광명시 광복로 66-1, 1층 (철산동)",잇토리
1534360,"경기도 광명시 기아로 7 (소하동, 1층, 지층)",가장맛있는족발소하점
1534361,"경기도 광명시 밤일로 4, 1,2층 (하안동)",(주)신화아이푸드청담본갈비광명지점
1534362,"경기도 광명시 금당로 36 (하안동, 주공8단지상가 128호)",정창식베이커리카페
1534363,"경기도 광명시 오리로942번길 8, 103호 (광명동)",비어클럽
1534438,"경기도 광명시 안재로14번길 25-1, 1층 (하안동)",신호탄
1534446,"경기도 광명시 소하로 109, 1층 107호 (소하동)",기찬스시
1534447,"경기도 광명시 광명로 915, 1층 (광명동)",백옥양꼬치
1534448,"경기도 광명시 광명로952번길 4, 1층 (광명동)",윤가네
1534464,"경기도 광명시 광명로775번길 3, 1층 101호 (광명동, 대흥빌라트)",아이러브커피
1534465,"경기도 광명시 오리로 970, 7층 7001호 (광명동, 크로앙스)",롯데시네마광명스위트샵
1534489,"경기도 광명시 소하로109번길 24, 2층 (소하동)",착한식당서서갈비
1534626,"경기도 광명시 밤일안로14번길 5, 2층 (하안동)",청평민물매운탕
1534627,"경기도 광명시 밤일로 36, 1,2,3층 (하안동)",홍매화쌈밥
1534628,"경기도 광명시 오리로 943, 1층 102호 (광명동)",명품
1534629,"경기도 광명시 금당로 36, 하안주공8단지아파트 종합상가 118호 (하안동)",멕시카나하안점
1534630,"경기도 광명시 광명로928번길 10, 2층 (광명동)",참나무골
1534631,"경기도 광명시 광화로38번길 10 (광명동,지층)",아망
1534640,"경기도 광명시 일직로 17, 롯데아울렛(롯데시네마) 6층 (일직동)",롯데컬처웍스주식회사
1534641,"경기도 광명시 영당로 13, 지하1층 2호 (소하동, 미도타운)",강식당
1534642,"경기도 광명시 양지로 16, 지하1층 13호, 14호 (일직동, 광명역써밋플레이스)",한양중식
1534643,"경기도 광명시 목감로228번길 10, 1층 101호 (광명동)",가수최윤정라이브카페
1534674,"경기도 광명시 오리로949번길 22, 1층 (광명동)",11번가
1534689,"경기도 광명시 오리로 966, 1층 (광명동)",옛날뚱보냉면
1534761,"경기도 광명시 도덕공원로 54, 2층 2호 (철산동)",미식당
1534762,"경기도 광명시 오리로 1006, 1층 (광명동)",88청춘
1534763,"경기도 광명시 양달로20번길 1, 1층 102호 (일직동, 양지빌딩)",기네스펍
1534793,"경기도 광명시 일직로 17, 1동 4층 (일직동, 이케아광명점)",이케아레스토랑앤카페
1534794,"경기도 광명시 도덕로 42, 1층 (광명동)",다누리
1534795,"경기도 광명시 밤일안로 19, 2층 (하안동)",홍익돈까스(광명)
1534799,"경기도 광명시 서독로 172, 1층 (가학동)",동굴한식뷔페
